player_id,match_id,region,device,ping,score,kills,deaths,match_duration_seconds
P02997,M00690,SEA,Android,105,3016,8,10,373
P05428,M00690,India,Android,37,7099,23,5,369
P03880,M00691,India,Android,109,1090,4,10,420
P07157,M00691,India,Android,55,3372,11,10,430
P05082,M00691,India,Android,46,3146,13,6,505
P09115,M00691,SEA,PC,71,4624,11,6,373
P07245,M00692,Europe,Console,14,4004,13,7,301
P05401,M00692,LatAm,Android,109,3515,13,5,464
P05396,M00692,NA,Android,55,4938,14,9,362
P09428,M00692,Europe,PC,66,4345,12,8,323
P02247,M00693,India,Android,95,7488,30,6,455
P00836,M00693,India,iOS,94,936,3,5,293
P08395,M00693,India,Android,87,5496,20,4,470
P09043,M00693,Europe,Android,63,7162,22,5,406
P00433,M00694,Europe,iOS,20,3591,10,7,300
P03379,M00694,India,Android,38,4977,16,3,469
P06818,M00694,Europe,Android,78,5917,14,8,372
P08132,M00694,LatAm,Android,179,4625,15,3,326
P09622,M00695,India,Android,119,4851,14,4,479
P06067,M00695,Europe,Console,26,3538,11,6,394
P01194,M00695,India,PC,53,4168,9,12,487
P06935,M00695,NA,Console,52,3597,11,5,515
P05462,M00696,NA,Android,13,3330,14,11,510
P03072,M00696,NA,Console,21,2668,7,9,364
P03045,M00696,Europe,Android,49,8427,28,2,453
P03264,M00696,SEA,Android,28,3189,13,5,389
P02730,M00697,India,Android,56,5489,13,9,349
P03434,M00697,SEA,PC,50,5260,11,4,431
P00434,M00697,SEA,Android,39,1930,7,5,391
P03273,M00697,India,Android,76,1553,2,10,455
P07002,M00698,LatAm,Android,72,1743,5,11,357
P09727,M00698,Europe,Android,49,52135,176,0,139
P00105,M00698,LatAm,Android,78,6622,17,2,446
P03316,M00698,India,Console,49,6328,17,2,376
P01657,M00699,India,Android,59,571,1,13,431
P01534,M00699,NA,Console,42,4472,10,9,342
P04681,M00699,NA,Android,31,4721,15,2,405
P08814,M00699,Europe,Console,25,4312,20,3,366
P09003,M00700,Middle_East,iOS,116,3327,12,8,346
P06623,M00700,LatAm,PC,66,2775,6,3,404
P01444,M00700,SEA,iOS,75,1555,8,7,401
P00215,M00700,LatAm,Android,91,4785,20,8,462
P05357,M00701,NA,Android,53,4117,11,4,492
P09219,M00701,Middle_East,Android,114,3959,14,5,451
P06323,M00701,SEA,PC,34,4308,7,8,463
P04990,M00701,SEA,PC,91,3864,6,11,444
P01420,M00702,NA,iOS,62,1894,7,9,483
P09517,M00702,Middle_East,PC,145,8081,19,4,467
P08607,M00702,Europe,iOS,12,7044,20,4,391
P00182,M00702,India,iOS,36,2750,12,9,324
P04353,M00703,SEA,PC,102,4990,14,5,507
P08701,M00703,India,Android,61,6070,23,1,395
P02447,M00703,India,Android,63,6790,14,2,353
P05322,M00703,SEA,PC,91,2081,4,8,362
P08046,M00704,SEA,Console,68,2158,6,12,402
P05685,M00704,LatAm,Android,135,4828,14,7,462
P03533,M00704,SEA,Console,62,4448,12,7,389
P08245,M00704,India,PC,111,2022,5,13,456
P07977,M00705,India,Android,99,9351,19,1,482
P03699,M00705,India,Android,101,4076,17,6,476
P00071,M00705,SEA,PC,99,3089,7,7,490
P00545,M00705,SEA,Console,69,5860,23,6,483
P01205,M00706,India,iOS,68,2132,10,5,449
P03079,M00706,SEA,Android,104,5113,16,1,359
P09107,M00706,India,Android,81,2889,5,11,478
P09121,M00706,LatAm,PC,77,7218,20,5,344
P09681,M00707,LatAm,PC,66,107380,11,1,408
P06181,M00707,Europe,iOS,55,8992,18,6,410
P08330,M00707,NA,Console,14,1242,5,9,520
P04285,M00707,SEA,PC,74,3915,11,12,396
P04008,M00708,Europe,Android,58,3374,13,9,489
P08714,M00708,LatAm,PC,103,2931,11,4,393
P00878,M00708,India,Android,46,3645,12,11,505
P08061,M00708,SEA,iOS,64,3314,15,8,344
P00197,M00709,India,Android,62,6118,17,3,379
P09747,M00709,NA,Console,55,34174,182,0,130
P04011,M00709,NA,Android,60,1706,6,6,322
P09963,M00709,SEA,iOS,93,21990,117,0,61
P02572,M00710,NA,Console,39,4453,14,7,406
P03754,M00710,India,PC,37,10864,29,6,352
P09248,M00710,NA,PC,14,7777,24,7,490
P08629,M00710,NA,Android,73,5128,17,7,473
P09369,M00711,India,Console,89,6542,25,4,404
P06160,M00711,Europe,Android,47,1325,7,14,359
P04792,M00711,India,iOS,56,2018,7,13,348
P05338,M00711,India,Console,110,5759,10,10,408
P03025,M00712,India,Android,103,9057,26,1,380
P02719,M00712,SEA,PC,39,6822,17,5,362
P08656,M00712,Europe,Android,63,3382,9,12,397
P06917,M00712,SEA,PC,48,10075,19,1,480
P03985,M00713,India,PC,42,5206,19,6,325
P07309,M00713,SEA,Android,106,1452,7,14,310
P05954,M00713,Europe,Android,77,10047,26,1,486
P03845,M00713,Europe,PC,65,3451,8,4,327
P02683,M00714,SEA,Android,52,3167,10,2,408
P04025,M00714,Middle_East,iOS,156,1031,4,7,360
P08716,M00714,LatAm,PC,114,11036,24,7,436
P03140,M00714,India,PC,57,3100,8,12,438
P04238,M00715,Europe,PC,78,4156,10,5,401
P00219,M00715,SEA,Android,46,8302,22,2,446
P06619,M00715,Middle_East,Android,185,3914,13,5,447
P09607,M00715,India,Console,46,5586,22,8,475
P05269,M00716,India,Android,62,4858,17,9,439
P02544,M00716,SEA,Android,80,6534,23,6,387
P02871,M00716,India,iOS,54,3053,13,3,345
P01245,M00716,Europe,iOS,45,5279,16,9,425
P00421,M00717,LatAm,iOS,165,8862,22,6,438
P06228,M00717,SEA,PC,56,7082,25,1,495
P02059,M00717,India,iOS,69,4297,13,8,505
P08494,M00717,India,PC,60,5086,13,2,507
P06435,M00718,India,Console,42,1393,8,10,311
P03423,M00718,Europe,iOS,31,1768,5,12,496
P04511,M00718,India,iOS,38,4889,14,3,424
P01167,M00718,India,iOS,89,4763,14,10,486
P00255,M00719,SEA,iOS,72,1095,5,10,457
P00416,M00719,India,iOS,68,11401,31,5,488
P09176,M00719,India,Console,72,10438,27,4,435
P03470,M00719,LatAm,Android,99,5698,16,6,427
P03051,M00720,LatAm,Console,151,6632,24,6,411
P00760,M00720,India,Android,71,5413,18,7,396
P01386,M00720,India,PC,44,4634,11,3,464
P00655,M00720,Europe,PC,79,4437,11,6,338
P01202,M00721,India,PC,48,2326,6,3,484
P02414,M00721,SEA,iOS,107,5307,16,6,497
P05580,M00721,LatAm,PC,174,9187,20,5,413
P05994,M00721,India,Android,71,6535,15,8,339
P05295,M00722,India,Android,96,2125,9,3,473
P03056,M00722,Europe,iOS,57,4054,19,10,494
P02831,M00722,Europe,PC,45,9063,24,5,474
P02971,M00722,NA,PC,57,2085,5,14,416
P00329,M00723,SEA,PC,30,4412,13,6,417
P04271,M00723,NA,iOS,65,1688,6,9,425
P05995,M00723,SEA,PC,46,8518,17,1,346
P04393,M00723,NA,Console,19,6367,18,2,385
P02064,M00724,India,Console,101,7041,19,8,381
P08302,M00724,NA,Android,39,2760,10,5,311
P09014,M00724,NA,iOS,22,3053,6,8,395
P09330,M00724,India,PC,35,3867,9,12,396
P05170,M00725,India,PC,57,1195,7,12,485
P04430,M00725,India,iOS,87,6905,19,3,439
P01282,M00725,Europe,PC,31,5143,11,5,308
P03382,M00725,SEA,Android,47,6094,18,4,374
P02637,M00726,NA,Console,23,3895,12,8,316
P03329,M00726,LatAm,Android,136,3504,9,8,331
P06437,M00726,LatAm,iOS,128,5620,22,6,388
P05019,M00726,NA,Console,55,5265,14,4,510
P07325,M00727,NA,PC,44,994,2,9,518
P03796,M00727,NA,Android,68,5261,21,1,333
P02664,M00727,Europe,iOS,66,3706,8,5,427
P08283,M00727,SEA,Android,26,6059,19,4,443
P01283,M00728,Middle_East,Console,127,7178,21,3,406
P04149,M00728,SEA,Android,81,1065,3,12,464
P01363,M00728,Middle_East,Console,150,2798,8,4,350
P01438,M00728,Europe,PC,12,5441,12,4,394
P09629,M00729,SEA,Console,46,4122,12,5,371
P03442,M00729,SEA,Android,69,6866,32,6,479
P00057,M00729,Middle_East,iOS,94,2425,9,6,368
P04598,M00729,India,iOS,101,3251,14,12,509
P08480,M00730,LatAm,Android,65,3721,12,11,356
P05366,M00730,NA,iOS,26,2650,9,10,514
P01845,M00730,SEA,Console,28,5925,12,10,499
P05516,M00730,LatAm,iOS,173,5486,18,7,338
P08574,M00731,India,PC,110,6218,13,9,498
P06264,M00731,SEA,PC,41,4818,11,2,475
P02881,M00731,SEA,Android,28,6196,16,2,498
P01744,M00731,India,PC,67,5531,11,10,476
P08399,M00732,Europe,iOS,16,9091,25,5,398
P04170,M00732,Europe,Android,58,3686,14,8,471
P05198,M00732,India,Android,90,5691,18,5,348
P08994,M00732,Europe,Console,44,2469,7,5,364
P00741,M00733,SEA,iOS,90,7484,18,3,354
P09067,M00733,Europe,Android,60,3562,20,4,339
P01625,M00733,SEA,iOS,68,2851,12,4,333
P00525,M00733,NA,PC,24,5755,22,6,448
P08000,M00734,NA,Console,31,2115,4,6,447
P04420,M00734,SEA,iOS,78,3361,8,11,362
P05427,M00734,Europe,Android,14,2901,6,12,502
P06690,M00734,Europe,PC,21,5240,13,9,414
P07383,M00735,SEA,Console,30,8052,20,5,415
P00436,M00735,NA,Console,58,7885,28,1,428
P02961,M00735,India,Console,32,5277,18,8,492
P00309,M00735,Europe,iOS,22,4829,20,1,489
P01566,M00736,Europe,iOS,75,7899,26,6,391
P02632,M00736,India,Android,88,2111,6,8,364
P05598,M00736,Europe,Android,65,2744,8,8,505
P09478,M00736,SEA,Console,102,5901,19,8,445
P00402,M00737,India,iOS,79,4114,13,5,445
P03827,M00737,India,Android,105,6163,28,3,353
P00882,M00737,SEA,Android,71,2921,8,8,325
P03998,M00737,LatAm,Android,63,3875,13,3,425
P07119,M00738,LatAm,Console,130,1304,1,12,435
P03266,M00738,Europe,Android,28,7419,17,4,465
P08407,M00738,SEA,Android,75,826,2,7,450
P05010,M00738,Middle_East,Android,153,1407,3,13,389
P05737,M00739,Europe,iOS,55,2233,6,3,390
P05555,M00739,India,Console,84,864,1,9,517
P00289,M00739,India,iOS,75,11454,32,5,390
P05565,M00739,India,Console,60,6937,22,8,479
P08325,M00740,NA,PC,39,3302,8,11,473
P02624,M00740,India,PC,44,1406,1,14,463
P08860,M00740,Middle_East,iOS,186,6773,21,7,336
P00477,M00740,SEA,PC,63,5417,11,5,448
P08592,M00741,NA,PC,59,4245,10,4,468
P09714,M00741,LatAm,Android,62,40652,241,1,167
P06523,M00741,SEA,PC,47,4206,7,6,319
P03112,M00741,SEA,Android,30,6560,19,8,472
P09471,M00742,Europe,iOS,43,783,3,14,497
P00738,M00742,SEA,Console,106,2364,6,10,451
P03134,M00742,NA,Android,60,4765,19,8,461
P08048,M00742,LatAm,PC,113,1252,3,10,360
P06552,M00743,India,iOS,81,5754,18,7,470
P05408,M00743,Europe,Android,11,8486,29,6,364
P05564,M00743,India,PC,43,3536,9,11,339
P05329,M00743,LatAm,Console,137,8377,20,3,361
P06719,M00744,Europe,iOS,28,1916,3,7,294
P05119,M00744,NA,PC,13,10580,30,6,348
P04620,M00744,SEA,iOS,39,838,2,5,385
P03690,M00744,India,Console,55,3088,7,5,465
P07717,M00745,SEA,Android,75,3217,13,12,495
P01840,M00745,Europe,Android,14,7583,21,5,480
P01996,M00745,India,PC,74,6922,16,7,356
P02400,M00745,NA,PC,59,1062,1,10,341
P06511,M00746,Middle_East,PC,139,3724,10,11,484
P09357,M00746,NA,iOS,74,5309,14,8,426
P04120,M00746,NA,PC,46,2654,5,14,517
P05895,M00746,India,Android,77,4956,19,2,392
P00801,M00747,Europe,iOS,25,4069,13,6,503
P08424,M00747,Middle_East,Android,150,7806,30,1,454
P07681,M00747,LatAm,PC,175,6853,19,9,502
P01406,M00747,Europe,iOS,13,6680,28,4,413
P05432,M00748,NA,Console,14,4078,11,6,389
P00070,M00748,SEA,Console,43,8348,24,7,354
P09544,M00748,India,Android,105,1339,3,5,520
P02760,M00748,India,PC,105,1661,2,6,476
P08295,M00749,Middle_East,Android,98,2941,11,3,415
P01587,M00749,Europe,iOS,76,8824,20,6,448
P06667,M00749,Europe,Console,35,3979,9,3,485
P08015,M00749,LatAm,PC,130,8976,21,6,465
P01075,M00750,NA,Android,36,1694,5,6,418
P03064,M00750,India,PC,46,5575,19,10,397
P06488,M00750,SEA,PC,43,3709,11,10,310
P04706,M00750,SEA,iOS,36,4228,16,5,480
P09070,M00751,SEA,iOS,34,3950,11,7,443
P02604,M00751,NA,Android,16,2965,10,8,441
P07739,M00751,India,Android,73,2388,11,7,361
P01580,M00751,Middle_East,Android,188,5536,18,4,386
P05059,M00752,India,Android,31,3248,10,4,422
P05754,M00752,Europe,iOS,39,4763,16,10,397
P03549,M00752,India,PC,50,5572,12,8,367
P00410,M00752,Europe,Android,79,2122,5,11,318
P04098,M00753,SEA,PC,68,8388,23,8,357
P06462,M00753,Europe,iOS,66,2610,10,6,406
P05602,M00753,India,Console,118,9311,26,5,366
P05232,M00753,SEA,Android,47,3501,17,10,509
P03778,M00754,India,Android,102,1918,7,5,403
P02727,M00754,NA,Console,54,3622,13,8,390
P00478,M00754,SEA,PC,86,1689,2,5,293
P01330,M00754,SEA,iOS,30,2543,11,8,395
P04036,M00755,NA,PC,44,4587,15,9,416
P09643,M00755,India,iOS,55,5194,21,2,433
P01778,M00755,SEA,Android,93,3178,11,7,497
P06097,M00755,Middle_East,iOS,80,5594,24,7,384
P00752,M00756,India,PC,51,5411,19,4,387
P05793,M00756,SEA,PC,38,3630,7,5,396
P04061,M00756,NA,PC,12,4862,13,3,412
P09042,M00756,India,Android,78,3538,14,5,407
P06031,M00757,SEA,iOS,73,4084,15,3,423
P05899,M00757,India,PC,100,3590,14,4,441
P09339,M00757,SEA,iOS,33,2501,8,6,335
P09161,M00757,SEA,iOS,98,4014,13,6,385
P09997,M00758,NA,Console,58,22499,28,2,367
P05152,M00758,LatAm,Android,124,5126,16,9,436
P00469,M00758,SEA,iOS,72,987,1,6,388
P01546,M00758,SEA,Console,45,6470,24,2,345
P06312,M00759,Europe,Console,56,2455,6,12,500
P02684,M00759,Europe,Android,73,3933,12,9,414
P08967,M00759,India,Android,104,3764,14,10,512
P06182,M00759,SEA,Android,81,7310,23,6,402
P01026,M00760,NA,PC,41,5415,19,3,440
P05113,M00760,SEA,PC,88,10278,20,6,406
P08563,M00760,LatAm,iOS,79,3211,6,3,468
P05369,M00760,Europe,iOS,18,4205,16,9,414
P02355,M00761,Europe,Console,68,5402,12,10,381
P07279,M00761,NA,Android,68,4272,19,5,381
P03603,M00761,Europe,Android,14,2878,5,4,412
P00774,M00761,Europe,iOS,42,6811,15,4,402
P06774,M00762,NA,Android,63,4721,13,6,484
P08810,M00762,India,Console,45,4197,16,4,477
P03383,M00762,LatAm,Android,147,1403,5,14,305
P00642,M00762,India,Android,99,3757,14,7,452
P04234,M00763,SEA,Console,23,4874,19,2,348
P03816,M00763,NA,PC,71,3526,12,9,437
P04105,M00763,Middle_East,Android,163,5208,20,3,492
P09926,M00763,SEA,PC,43,41745,95,0,87
P01109,M00764,Europe,Android,44,4667,22,6,463
P03528,M00764,Middle_East,Android,106,4564,11,3,336
P03496,M00764,India,PC,44,2559,5,6,370
P01421,M00764,LatAm,PC,94,5804,10,4,497
P06924,M00765,LatAm,iOS,144,7062,19,1,397
P03882,M00765,Europe,Console,71,1589,2,8,484
P08354,M00765,NA,iOS,40,1722,8,11,549
P06246,M00765,LatAm,Android,82,5691,20,8,368
P04939,M00766,LatAm,Android,161,9211,25,5,393
P06799,M00766,SEA,iOS,22,4964,15,2,493
P07813,M00766,India,iOS,38,3888,11,9,490
P01681,M00766,SEA,iOS,86,3368,9,11,460
P06716,M00767,LatAm,PC,173,4738,14,5,486
P00634,M00767,Europe,Console,46,3282,12,7,457
P02570,M00767,India,iOS,92,3324,7,10,354
P07360,M00767,SEA,Console,99,4563,14,8,481
P02167,M00768,Europe,Console,37,1491,6,11,528
P08170,M00768,SEA,Android,99,3613,10,3,378
P08846,M00768,India,PC,31,10684,25,1,481
P02826,M00768,India,PC,108,3870,10,11,404
P04088,M00769,NA,PC,18,3757,7,12,340
P06244,M00769,Europe,Android,48,4080,12,5,408
P08365,M00769,India,PC,57,3220,10,11,512
P03942,M00769,SEA,Android,94,3148,13,4,383
P09180,M00770,India,iOS,40,3383,8,10,412
P08076,M00770,Middle_East,Console,106,884,3,9,319
P09196,M00770,SEA,iOS,52,771,2,9,331
P04129,M00770,India,iOS,79,7781,24,6,451
P01173,M00771,NA,Android,53,3368,11,4,365
P08669,M00771,NA,PC,51,5540,18,5,374
P04223,M00771,Middle_East,PC,84,8114,19,4,342
P04835,M00771,SEA,PC,92,5013,11,4,361
P02577,M00772,India,PC,82,1534,4,10,386
P01990,M00772,Europe,Android,69,875,4,9,302
P06974,M00772,NA,Console,17,2016,8,14,293
P05837,M00772,Middle_East,iOS,133,6285,26,4,448
P04533,M00773,India,Android,91,4818,19,8,347
P03210,M00773,Europe,Console,12,5746,18,4,445
P03856,M00773,SEA,iOS,47,4142,11,5,361
P02629,M00773,NA,Android,22,2102,8,12,458
P07804,M00774,Europe,PC,26,3479,8,4,411
P01411,M00774,SEA,PC,80,2866,7,4,435
P08258,M00774,India,PC,36,1541,1,10,485
P07387,M00774,LatAm,Console,125,5751,14,7,437
P04304,M00775,India,Android,75,2956,12,6,459
P06751,M00775,NA,Android,35,3357,9,12,505
P06556,M00775,India,PC,112,1300,4,13,390
P00816,M00775,India,Android,109,6423,20,4,490
P02405,M00776,NA,PC,72,5661,13,9,477
P05398,M00776,SEA,Console,51,7443,17,8,415
P09957,M00776,SEA,iOS,104,31804,62,0,40
P02132,M00776,India,PC,96,2103,6,14,466
P01798,M00777,India,PC,85,10676,28,1,447
P03091,M00777,Europe,PC,68,9524,28,1,356
P04185,M00777,India,Console,98,5259,14,5,434
P04565,M00777,India,Android,64,3447,10,9,424
P05031,M00778,Europe,Android,77,6117,21,4,344
P08049,M00778,India,Android,53,4910,17,5,427
P00123,M00778,Europe,iOS,41,2812,10,7,432
P00180,M00778,LatAm,PC,159,2562,6,10,354
P09251,M00779,NA,Console,67,6490,15,2,334
P08096,M00779,India,Android,57,4337,16,3,334
P06430,M00779,Europe,iOS,76,7103,24,7,478
P09738,M00779,Middle_East,iOS,119,24951,226,1,74
P04993,M00780,Europe,Android,21,5248,13,7,473
P01158,M00780,India,PC,71,3021,12,12,413
P09004,M00780,India,Android,70,1179,4,10,345
P01533,M00780,SEA,iOS,69,3201,8,7,301
P08993,M00781,India,Console,74,5126,17,8,426
P07860,M00781,India,PC,36,4251,15,5,472
P09111,M00781,Europe,iOS,34,5714,17,6,331
P01536,M00781,India,iOS,94,7946,18,3,390
P09260,M00782,LatAm,Android,158,5964,14,7,385
P05518,M00782,India,PC,99,3570,13,11,421
P02606,M00782,NA,Android,32,4498,15,3,396
P06128,M00782,Middle_East,iOS,86,3619,12,10,333
P09142,M00783,SEA,Console,107,2952,9,11,520
P07459,M00783,SEA,Console,25,6102,14,6,475
P02178,M00783,NA,PC,73,3712,12,6,481
P07991,M00783,Europe,Android,17,3061,7,4,349
P02352,M00784,NA,Console,71,5462,20,2,488
P09178,M00784,India,iOS,104,4099,20,6,398
P03503,M00784,LatAm,iOS,128,2188,10,12,422
P02135,M00784,SEA,PC,88,5270,17,7,403
P01481,M00785,Middle_East,Android,150,2727,7,3,336
P02794,M00785,NA,Android,54,7482,22,4,411
P04844,M00785,India,PC,56,4879,12,2,377
P09781,M00785,India,iOS,51,70402,159,0,311
P09935,M00786,LatAm,Android,143,41621,62,0,40
P04763,M00786,Middle_East,iOS,88,676,2,10,429
P07192,M00786,Europe,PC,63,5945,20,3,478
P06042,M00786,SEA,iOS,104,4385,17,3,495
P09637,M00787,Europe,PC,73,3204,5,5,404
P03446,M00787,India,iOS,110,1903,5,12,436
P08150,M00787,SEA,iOS,38,2861,7,6,339
P07766,M00787,Europe,Console,39,2798,7,7,488
P03621,M00788,India,PC,35,4483,14,6,346
P01953,M00788,NA,iOS,42,1433,4,13,425
P00556,M00788,India,iOS,77,3039,6,8,366
P04265,M00788,Europe,Android,77,9303,29,5,382
P01164,M00789,India,PC,42,1184,4,5,312
P01585,M00789,LatAm,Android,146,2985,8,7,305
P06152,M00789,Europe,iOS,73,1209,1,13,477
P09721,M00789,India,Android,40,36651,261,1,113
P05838,M00790,India,iOS,66,9607,21,1,481
P05262,M00790,Europe,iOS,79,9977,27,5,381
P05240,M00790,India,Android,65,7392,20,6,434
P07914,M00790,SEA,iOS,69,4265,20,3,420
P09163,M00791,NA,Console,36,2610,7,9,489
P01599,M00791,SEA,iOS,34,7268,25,5,371
P07183,M00791,LatAm,Android,164,8036,23,6,441
P00301,M00791,India,Android,115,4021,17,3,384
P09661,M00792,India,Console,93,117186,14,1,385
P06948,M00792,SEA,iOS,36,5790,22,6,387
P03795,M00792,India,iOS,36,5691,13,2,361
P04573,M00792,Europe,Android,72,3238,7,3,463
P04336,M00793,SEA,Android,50,3232,13,9,439
P02859,M00793,India,Console,117,2470,6,9,371
P05695,M00793,SEA,PC,35,5613,17,4,390
P03143,M00793,India,Android,68,4874,18,5,471
P01360,M00794,India,Android,102,1419,3,5,394
P04534,M00794,NA,Android,24,1834,8,6,539
P09750,M00794,SEA,Console,86,58142,172,0,136
P05688,M00794,India,iOS,85,6256,21,4,467
P00487,M00795,Europe,PC,19,4200,15,7,376
P07837,M00795,NA,iOS,62,8666,21,4,384
P09555,M00795,Europe,iOS,26,1122,4,9,323
P05901,M00795,India,iOS,71,5268,16,2,452
P08117,M00796,NA,PC,13,4479,14,6,335
P07363,M00796,India,PC,38,1797,6,5,507
P01153,M00796,SEA,iOS,32,723,1,10,491
P05383,M00796,SEA,Android,99,2254,8,5,428
P09742,M00797,Europe,PC,72,58437,225,1,67
P05425,M00797,SEA,Android,58,7607,18,2,418
P08808,M00797,Europe,Console,22,3325,10,6,341
P05187,M00797,NA,PC,59,2100,5,4,409
P08410,M00798,India,Console,77,6467,19,1,383
P06190,M00798,SEA,iOS,66,948,4,12,376
P09703,M00798,NA,Console,35,21898,230,0,69
P08270,M00798,Europe,Android,59,5223,16,10,466
P05315,M00799,NA,Android,16,2213,7,12,388
P09904,M00799,India,Console,106,17448,40,1,341
P00666,M00799,India,PC,54,12953,32,3,479
P03354,M00799,LatAm,iOS,159,7637,20,4,394
P08852,M00800,LatAm,PC,175,3011,8,7,395
P08062,M00800,India,PC,82,4850,10,8,435
P00643,M00800,India,iOS,107,4463,16,8,355
P09243,M00800,India,Android,93,4519,16,8,433
P00177,M00801,SEA,Android,76,4313,14,2,480
P06432,M00801,Europe,Android,21,2901,14,12,336
P09911,M00801,Europe,iOS,35,11313,38,0,384
P03439,M00801,Europe,Android,46,5046,18,3,385
P00787,M00802,India,Android,61,3965,17,6,501
P06392,M00802,India,PC,68,7433,18,4,445
P09066,M00802,India,iOS,63,3779,13,8,381
P09928,M00802,SEA,iOS,54,15944,114,1,97
P03203,M00803,SEA,Android,106,7934,23,1,443
P04804,M00803,NA,Android,25,1893,6,9,310
P07836,M00803,India,PC,55,3906,6,5,336
P07941,M00803,Middle_East,PC,104,3526,11,5,504
P00092,M00804,NA,Android,21,3268,10,4,476
P05763,M00804,SEA,Console,101,5480,15,3,497
P09028,M00804,Europe,iOS,35,4770,10,4,324
P09505,M00804,LatAm,Console,109,3512,6,9,426
P08238,M00805,Europe,Android,51,1771,7,5,404
P01972,M00805,SEA,Android,26,2314,8,7,490
P02906,M00805,SEA,PC,94,5266,14,10,395
P00531,M00805,India,iOS,119,6678,14,3,414
P03636,M00806,India,iOS,41,7169,15,6,441
P00997,M00806,NA,PC,69,3533,10,11,316
P05853,M00806,India,PC,33,2557,7,8,508
P04227,M00806,India,iOS,101,3843,11,6,401
P05617,M00807,Middle_East,PC,189,891,1,6,543
P02313,M00807,Europe,iOS,20,1871,9,10,513
P02155,M00807,LatAm,Android,77,1267,5,10,307
P05318,M00807,Europe,PC,50,4679,14,2,349
P01428,M00808,SEA,PC,48,7406,21,7,411
P08631,M00808,SEA,iOS,63,2895,11,6,385
P06033,M00808,LatAm,Android,122,1819,5,3,434
P04416,M00808,India,Android,95,2463,14,12,477
P08819,M00809,NA,Android,11,4949,18,4,373
P03086,M00809,Middle_East,Console,139,4025,13,11,359
P07799,M00809,India,iOS,66,3642,16,6,395
P09154,M00809,LatAm,PC,100,1442,3,12,400
P08210,M00810,Middle_East,Android,169,2700,7,7,494
P09574,M00810,LatAm,Console,67,999,2,7,490
P09535,M00810,SEA,iOS,96,4627,19,7,466
P00496,M00810,SEA,Android,33,2424,7,8,475
P03750,M00811,SEA,iOS,47,4201,11,4,471
P02322,M00811,NA,Android,55,2464,5,5,419
P04268,M00811,India,iOS,83,1283,3,6,309
P03406,M00811,Europe,iOS,49,3283,15,10,472
P00152,M00812,LatAm,PC,165,2267,4,14,388
P07370,M00812,LatAm,Android,137,1807,8,6,428
P00695,M00812,NA,Android,15,1572,8,14,502
P04418,M00812,Europe,iOS,36,2535,9,6,374
P05698,M00813,India,Android,43,3547,14,2,355
P01739,M00813,LatAm,Console,108,6008,14,7,454
P03002,M00813,NA,Console,50,1478,6,13,432
P00168,M00813,SEA,iOS,90,3353,9,5,518
P06112,M00814,NA,Console,35,7883,25,1,433
P04623,M00814,SEA,Console,27,2415,6,7,314
P02866,M00814,SEA,iOS,28,2988,7,5,333
P08545,M00814,India,Android,51,6021,16,2,424
P04703,M00815,LatAm,Android,130,4348,17,6,446
P02884,M00815,India,Android,32,5689,15,6,463
P03032,M00815,India,Console,80,6656,14,4,450
P08184,M00815,Europe,iOS,75,2250,7,9,393
P08981,M00816,NA,PC,73,9318,24,6,469
P08529,M00816,NA,iOS,10,4734,19,10,432
P05682,M00816,Europe,Android,20,6248,21,3,473
P07210,M00816,India,PC,86,4568,18,3,509
P05992,M00817,Europe,Android,28,1278,5,12,423
P02277,M00817,Middle_East,PC,167,6218,19,6,391
P07133,M00817,India,Android,34,1659,4,10,430
P05706,M00817,SEA,iOS,50,3435,12,9,507
P07999,M00818,Europe,iOS,64,2302,5,5,471
P05293,M00818,NA,iOS,34,5604,18,6,345
P04305,M00818,India,Android,70,5281,18,6,386
P07446,M00818,NA,iOS,26,2702,7,5,370
P00429,M00819,India,Android,102,4399,18,5,424
P07069,M00819,SEA,PC,92,6423,16,8,391
P06365,M00819,SEA,iOS,103,3256,11,8,485
P04216,M00819,India,iOS,56,4813,20,10,454
P00427,M00820,Europe,Console,22,9759,26,2,354
P02224,M00820,India,Console,93,5355,21,2,379
P00101,M00820,NA,Android,64,4250,14,6,421
P09245,M00820,SEA,iOS,84,2221,7,6,386
P03308,M00821,SEA,Android,55,2657,11,9,496
P02763,M00821,SEA,iOS,69,790,3,11,483
P05858,M00821,Middle_East,iOS,82,5284,17,4,385
P04739,M00821,India,iOS,33,4248,16,2,471
P07093,M00822,Europe,PC,52,2549,9,6,472
P09633,M00822,SEA,Console,31,8659,20,4,485
P03287,M00822,LatAm,Android,108,5257,19,3,507
P07713,M00822,India,Console,61,7054,15,7,413
P07869,M00823,Europe,Android,57,4120,14,12,403
P06068,M00823,SEA,PC,72,1523,5,11,452
P09236,M00823,Europe,Console,16,5757,18,2,343
P03578,M00823,Middle_East,Android,147,3505,10,5,300
P01466,M00824,SEA,Console,81,1282,2,13,333
P07676,M00824,LatAm,PC,171,1453,6,7,310
P02235,M00824,SEA,Console,37,5984,13,9,419
P01745,M00824,India,iOS,33,4259,18,3,485
P09755,M00825,NA,PC,21,57131,268,1,149
P06095,M00825,India,iOS,110,1440,8,9,331
P08782,M00825,Europe,iOS,35,7036,22,1,402
P09402,M00825,LatAm,iOS,63,4968,19,2,386
P08372,M00826,SEA,iOS,88,9177,31,4,380
